AT2G26510	9.35,9.54,9.25,9.81,9.25,9.63,9.44,9.91,9.73,9.58,9.56,9.89
AT2G23340	8.95,9.78,9.97,9.71,8.79,9.73,10.15,9.71,8.59,9.60,10.09,9.15
AT2G40900	2.57,4.45,4.71,3.61,3.27,4.76,4.05,3.45,3.15,4.53,3.80,3.59
AT2G40840	9.80,11.45,11.52,11.07,9.16,11.54,11.47,10.85,10.04,11.54,11.25,10.58
AT2G41620	9.54,8.82,8.57,9.14,9.70,8.94,8.92,9.26,9.76,8.67,9.08,9.36
AT2G41560	11.99,9.89,10.47,10.47,11.97,9.87,10.06,11.09,11.61,9.68,9.90,10.89
AT2G47450	11.88,12.27,12.00,12.09,11.93,12.16,12.19,12.12,11.77,12.05,12.06,11.88
AT2G45440	7.72,6.93,8.92,5.64,6.79,6.83,7.01,6.92,7.12,7.23,7.43,6.78
AT2G47590	9.73,11.43,11.39,10.64,9.44,11.29,11.45,10.40,9.86,11.46,11.35,10.53
AT2G47490	9.36,8.99,8.57,7.19,8.96,8.86,8.90,7.52,8.86,9.02,8.49,7.60
AT5G12470	9.30,10.04,9.44,9.84,9.04,10.09,9.72,9.72,9.37,10.04,9.79,9.65
AT2G33150	10.95,10.95,10.84,11.05,11.02,10.89,10.82,11.01,11.06,11.01,10.70,11.08
AT2G47440	10.22,8.59,8.55,9.99,9.79,8.35,8.65,9.56,9.87,8.32,8.68,9.36
AT1G67660	8.13,9.65,9.78,9.42,8.07,9.54,9.78,8.93,8.34,9.70,9.72,8.66
AT1G67740	14.17,14.24,14.29,13.99,13.89,14.16,14.25,13.77,13.83,14.25,14.25,13.71
AT1G44446	10.42,11.19,10.74,9.72,9.67,11.04,10.56,9.39,10.27,11.22,10.54,9.02
AT4G17245	9.85,9.28,9.32,9.44,9.95,8.69,9.36,9.43,8.98,8.79,9.23,8.87
AT4G17530	13.52,13.59,13.70,12.68,13.38,13.45,13.47,12.55,13.35,13.38,13.45,12.66
AT4G16146	10.19,11.81,12.08,10.90,10.25,11.81,11.44,10.64,10.54,11.82,11.67,10.64
AT4G17770	8.46,10.17,9.58,8.98,8.82,10.21,9.97,8.84,8.56,10.23,10.13,9.05
AT4G17460	10.79,9.69,9.33,10.88,10.53,9.64,10.16,10.65,10.15,9.74,10.16,10.54
AT4G17140	7.46,6.83,7.50,6.58,8.00,6.96,7.70,8.21,7.46,7.13,7.40,8.02
AT4G16950	7.10,7.68,7.90,7.70,6.79,7.84,7.64,8.03,7.32,8.00,7.96,7.79
AT4G16190	13.03,13.14,13.33,13.05,12.92,12.92,13.17,12.87,13.03,13.15,13.21,12.73
